Rk,Player,Nation,Pos,Squad,Age,Born,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_npG-xG,Matches
22,Aurele Amenda,ch SUI,DF,ch Young Boys,20,2003,3.5,0,2,1,50.0,0.57,0.29,0.00,0.00,9.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
23,Sofyan Amrabat,ma MAR,"MF,DF",eng Manchester Utd,26,1996,3.6,0,1,1,100.0,0.28,0.28,0.00,0.00,19.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
24,Elliot Anderson,eng ENG,MF,eng Newcastle Utd,20,2002,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
25,Felipe Anderson,br BRA,FW,it Lazio,30,1993,6.0,0,9,1,11.1,1.49,0.17,0.00,0.00,16.1,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
26,Angeliño,es ESP,DF,tr Galatasaray,26,1997,4.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
27,Peter Ankersen,dk DEN,DF,dk FC Copenhagen,32,1990,5.2,0,4,0,0.0,0.77,0.00,0.00,,19.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
28,Antony,br BRA,FW,eng Manchester Utd,23,2000,2.6,0,2,0,0.0,0.78,0.00,0.00,,25.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
29,Jon Aramburu,ve VEN,DF,es Real Sociedad,21,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
30,Ronald Araújo,uy URU,DF,es Barcelona,24,1999,7.3,0,6,1,16.7,0.82,0.14,0.00,0.00,18.6,1,0,0,0.9,0.9,0.15,-0.9,-0.9,Matches
31,Tomás Araújo,pt POR,DF,pt Benfica,21,2002,1.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
32,Marko Arnautović,at AUT,FW,it Inter,34,1989,2.1,2,7,3,42.9,3.28,1.41,0.29,0.67,8.9,0,0,0,2.9,2.9,0.41,-0.9,-0.9,Matches
33,Kepa Arrizabalaga,es ESP,GK,es Real Madrid,28,1994,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
34,Marco Asensio,es ESP,"FW,MF",fr Paris S-G,27,1996,1.4,0,8,3,37.5,5.81,2.18,0.00,0.00,21.6,1,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
35,Kristjan Asllani,al ALB,MF,it Inter,21,2002,2.3,0,4,2,50.0,1.76,0.88,0.00,0.00,32.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
36,Otavio Ataide,br BRA,DF,pt Porto,21,2002,2.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
37,Emil Audero,id IDN,GK,it Inter,26,1997,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
38,Carlos Augusto,br BRA,"DF,FW",it Inter,24,1999,5.3,0,6,2,33.3,1.14,0.38,0.00,0.00,15.2,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
39,Yann Aurel Bisseck,de GER,DF,it Inter,22,2000,1.9,0,2,1,50.0,1.05,0.52,0.00,0.00,17.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
40,Fredrik Aursnes,no NOR,"DF,MF",pt Benfica,27,1995,6.0,0,2,2,100.0,0.33,0.33,0.00,0.00,14.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
41,Kaan Ayhan,tr TUR,"MF,DF",tr Galatasaray,28,1994,4.2,0,3,0,0.0,0.71,0.00,0.00,,18.9,0,0,0,0.4,0.4,0.12,-0.4,-0.4,Matches
42,Neil El Aynaoui,fr FRA,MF,fr Lens,22,2001,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
43,Irakli Azarov,ge GEO,DF,ua Shakhtar,21,2002,3.3,0,3,1,33.3,0.91,0.30,0.00,0.00,25.9,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
44,César Azpilicueta,es ESP,DF,es Atlético Madrid,33,1989,3.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
45,Isaac Babadi,nl NED,"FW,MF",nl PSV Eindhoven,18,2005,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
46,Loïc Bade,fr FRA,DF,es Sevilla,23,2000,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
47,Alexander Bah,dk DEN,DF,pt Benfica,25,1997,2.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
48,Samson Baidoo,at AUT,DF,at RB Salzburg,19,2004,3.4,0,1,0,0.0,0.30,0.00,0.00,,15.5,0,0,0,0.2,0.2,0.16,-0.2,-0.2,Matches
49,Cédric Bakambu,cd COD,FW,tr Galatasaray,32,1991,0.4,1,7,3,42.9,16.58,7.11,0.14,0.33,12.0,0,0,0,0.5,0.5,0.08,+0.5,+0.5,Matches
50,Johan Bakayoko,be BEL,FW,nl PSV Eindhoven,20,2003,7.2,1,24,10,41.7,3.33,1.39,0.04,0.10,20.6,0,0,0,1.2,1.2,0.05,-0.2,-0.2,Matches
51,Alejandro Balde,es ESP,DF,es Barcelona,19,2003,3.7,0,2,0,0.0,0.54,0.00,0.00,,15.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
52,Michel-Ange Balikwisha,be BEL,"FW,MF",be Antwerp,22,2001,4.3,1,3,2,66.7,0.70,0.47,0.33,0.50,16.0,0,0,0,0.7,0.7,0.23,+0.3,+0.3,Matches
53,David von Ballmoos,ch SUI,GK,ch Young Boys,28,1994,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
54,Simon Banza,cd COD,FW,pt Braga,26,1996,3.8,0,14,1,7.1,3.70,0.26,0.00,0.00,14.5,0,0,0,1.1,1.1,0.08,-1.1,-1.1,Matches
55,Bradley Barcola,fr FRA,"FW,DF",fr Paris S-G,20,2002,5.3,1,16,6,37.5,3.03,1.14,0.06,0.17,12.3,0,0,0,2.3,2.3,0.15,-1.3,-1.3,Matches
56,Abdülkerim Bardakcı,tr TUR,DF,tr Galatasaray,28,1994,6.0,0,2,0,0.0,0.33,0.00,0.00,,10.1,0,0,0,0.5,0.5,0.24,-0.5,-0.5,Matches
57,Roony Bardghji,se SWE,"MF,FW",dk FC Copenhagen,17,2005,1.6,1,4,1,25.0,2.47,0.62,0.25,1.00,18.6,0,0,0,0.5,0.5,0.11,+0.5,+0.5,Matches
58,Nicolò Barella,it ITA,MF,it Inter,26,1997,5.2,0,6,3,50.0,1.15,0.58,0.00,0.00,16.9,0,0,0,0.9,0.9,0.14,-0.9,-0.9,Matches
59,Harvey Barnes,eng ENG,FW,eng Newcastle Utd,25,1997,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
60,Romário Baró,pt POR,MF,pt Porto,23,2000,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
61,Ander Barrenetxea,es ESP,"FW,MF",es Real Sociedad,21,2001,4.4,1,9,1,11.1,2.04,0.23,0.11,1.00,16.6,0,0,0,0.5,0.5,0.05,+0.5,+0.5,Matches
62,Pablo Barrios,es ESP,MF,es Atlético Madrid,20,2003,2.9,1,4,2,50.0,1.37,0.69,0.25,0.50,19.8,0,0,0,0.3,0.3,0.08,+0.7,+0.7,Matches
63,Davide Bartesaghi,it ITA,FW,it Milan,17,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
64,Alessandro Bastoni,it ITA,DF,it Inter,24,1999,5.6,0,3,0,0.0,0.54,0.00,0.00,,16.5,0,0,0,0.3,0.3,0.10,-0.3,-0.3,Matches
65,Jelle Bataille,be BEL,DF,be Antwerp,24,1999,4.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
66,Christoph Baumgartner,at AUT,MF,de RB Leipzig,23,1999,1.3,0,6,0,0.0,4.58,0.00,0.00,,17.6,0,0,0,0.8,0.8,0.14,-0.8,-0.8,Matches
67,Sheraldo Becker,sr SUR,FW,de Union Berlin,28,1995,4.1,2,11,6,54.5,2.71,1.48,0.18,0.33,15.2,0,0,0,1.3,1.3,0.12,+0.7,+0.7,Matches
68,Sheraldo Becker,sr SUR,FW,es Real Sociedad,28,1995,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
69,Thomas Beelen,nl NED,DF,nl Feyenoord,22,2001,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
70,Kevin Behrens,de GER,FW,de Union Berlin,32,1991,3.3,0,6,2,33.3,1.81,0.60,0.00,0.00,10.3,0,0,0,0.9,0.9,0.16,-0.9,-0.9,Matches
71,Armel Bella Kotchap,de GER,DF,nl PSV Eindhoven,21,2001,0.9,0,1,0,0.0,1.07,0.00,0.00,,11.5,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
72,Jude Bellingham,eng ENG,"MF,FW",es Real Madrid,20,2003,11.0,4,23,7,30.4,2.09,0.64,0.17,0.57,15.5,0,0,0,3.0,3.0,0.13,+1.0,+1.0,Matches
73,Walter Benítez,ar ARG,GK,nl PSV Eindhoven,30,1993,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
74,Loris Benito,ch SUI,DF,ch Young Boys,31,1992,4.5,0,1,1,100.0,0.22,0.22,0.00,0.00,3.8,0,0,0,0.3,0.3,0.27,-0.3,-0.3,Matches
75,Ramy Bensebaini,dz ALG,DF,de Dortmund,28,1995,4.2,0,3,1,33.3,0.72,0.24,0.00,0.00,19.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
76,Lucas Beraldo,br BRA,DF,fr Paris S-G,19,2003,4.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
77,Paulo Bernardo,pt POR,MF,sct Celtic,21,2002,3.5,0,1,0,0.0,0.29,0.00,0.00,,16.1,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
78,Juan Bernat,es ESP,DF,pt Benfica,30,1993,1.2,0,1,1,100.0,0.81,0.81,0.00,0.00,12.4,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
79,Mads Bidstrup,dk DEN,MF,at RB Salzburg,22,2001,5.5,0,1,0,0.0,0.18,0.00,0.00,,23.4,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
80,Justin Bijlow,nl NED,GK,nl Feyenoord,25,1998,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
81,Janis Blaswich,de GER,GK,de RB Leipzig,32,1991,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
82,Lewin Blum,ch SUI,DF,ch Young Boys,22,2001,2.4,1,4,1,25.0,1.67,0.42,0.25,1.00,25.1,0,0,0,0.1,0.1,0.02,+0.9,+0.9,Matches
83,Oscar Bobb,no NOR,"FW,MF",eng Manchester City,20,2003,2.4,1,4,2,50.0,1.65,0.83,0.25,0.50,15.3,0,0,0,0.2,0.2,0.05,+0.8,+0.8,Matches
84,Sacha Boey,fr FRA,DF,tr Galatasaray,22,2000,6.0,1,5,1,20.0,0.83,0.17,0.20,1.00,18.7,0,0,0,0.2,0.2,0.05,+0.8,+0.8,Matches
85,Nicolai Boilesen,dk DEN,"DF,FW",dk FC Copenhagen,31,1992,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
86,Valerii Bondar,ua UKR,DF,ua Shakhtar,24,1999,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
87,Artem Bondarenko,ua UKR,MF,ua Shakhtar,22,2000,2.5,0,3,0,0.0,1.22,0.00,0.00,,19.6,0,0,0,0.5,0.5,0.16,-0.5,-0.5,Matches
88,Leonardo Bonucci,it ITA,DF,de Union Berlin,36,1987,2.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
89,Gonçalo Borges,pt POR,FW,pt Porto,22,2001,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
90,Cristian Borja,co COL,DF,pt Braga,30,1993,5.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
91,Olivier Boscagli,fr FRA,DF,nl PSV Eindhoven,25,1997,6.8,0,2,0,0.0,0.29,0.00,0.00,,32.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
92,Sven Botman,nl NED,DF,eng Newcastle Utd,23,2000,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
93,Julian Brandt,de GER,"MF,FW",de Dortmund,27,1996,8.7,2,19,6,31.6,2.18,0.69,0.11,0.33,18.7,1,0,0,1.4,1.4,0.07,+0.6,+0.6,Matches
94,Bruma,pt POR,FW,pt Braga,28,1994,4.1,2,12,5,41.7,2.91,1.21,0.17,0.40,20.4,0,0,0,0.7,0.7,0.06,+1.3,+1.3,Matches
95,Osman Bukari,gh GHA,FW,rs Red Star,24,1998,5.4,2,12,2,16.7,2.22,0.37,0.17,1.00,17.0,0,0,0,1.0,1.0,0.08,+1.0,+1.0,Matches
96,Dan Burn,eng ENG,DF,eng Newcastle Utd,31,1992,3.1,1,3,1,33.3,0.97,0.32,0.33,1.00,14.1,0,0,0,0.2,0.2,0.07,+0.8,+0.8,Matches
97,Jean Butez,fr FRA,GK,be Antwerp,28,1995,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
98,Arthur Cabral,br BRA,"FW,DF",pt Benfica,25,1998,1.3,1,3,1,33.3,2.25,0.75,0.33,1.00,9.2,0,0,0,0.7,0.7,0.23,+0.3,+0.3,Matches
99,Jens Cajuste,se SWE,MF,it Napoli,23,1999,1.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
100,Davide Calabria,it ITA,DF,it Milan,26,1996,4.8,0,1,0,0.0,0.21,0.00,0.00,,5.3,0,0,0,0.2,0.2,0.21,-0.2,-0.2,Matches
101,Hakan Çalhanoğlu,tr TUR,MF,it Inter,29,1994,5.7,1,11,2,18.2,1.94,0.35,0.00,0.00,29.3,2,1,1,1.1,0.4,0.03,-0.1,-0.4,Matches
102,Eduardo Camavinga,fr FRA,MF,es Real Madrid,20,2002,8.8,0,10,4,40.0,1.14,0.46,0.00,0.00,27.6,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
103,Emre Can,de GER,"MF,DF",de Dortmund,29,1994,10.1,0,5,1,20.0,0.50,0.10,0.00,0.00,28.6,1,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
104,João Cancelo,pt POR,DF,es Barcelona,29,1994,9.0,2,11,5,45.5,1.23,0.56,0.18,0.40,18.6,0,0,0,0.6,0.6,0.06,+1.4,+1.4,Matches
105,Nicolás Capaldo,ar ARG,"MF,DF",at RB Salzburg,25,1997,2.4,0,3,2,66.7,1.27,0.85,0.00,0.00,18.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
106,Fábio Cardoso,pt POR,DF,pt Porto,29,1994,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
107,David Carmo,ao ANG,DF,pt Porto,24,1999,4.0,0,1,0,0.0,0.25,0.00,0.00,,12.4,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
108,Cameron Carter-Vickers,us USA,DF,sct Celtic,25,1997,3.3,0,2,1,50.0,0.60,0.30,0.00,0.00,10.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
109,Dani Carvajal,es ESP,DF,es Real Madrid,31,1992,9.4,1,8,1,12.5,0.85,0.11,0.13,1.00,14.5,0,0,0,0.6,0.6,0.07,+0.4,+0.4,Matches
110,Fabio Carvalho,pt POR,MF,de RB Leipzig,20,2002,1.4,0,4,1,25.0,2.93,0.73,0.00,0.00,24.9,1,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
111,Vitor Carvalho,br BRA,MF,pt Braga,26,1997,2.9,0,4,0,0.0,1.36,0.00,0.00,,15.5,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
112,Marc Casado,es ESP,MF,es Barcelona,19,2003,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
113,Nicolò Casale,it ITA,DF,it Lazio,25,1998,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
114,Casemiro,br BRA,MF,eng Manchester Utd,31,1992,1.8,2,5,2,40.0,2.71,1.08,0.40,1.00,12.4,0,0,0,1.0,1.0,0.20,+1.0,+1.0,Matches
115,Valentín Castellanos,ar ARG,FW,it Lazio,24,1998,2.4,0,7,1,14.3,2.89,0.41,0.00,0.00,14.1,0,0,0,1.4,1.4,0.20,-1.4,-1.4,Matches
116,André Castro,pt POR,MF,pt Braga,35,1988,0.1,1,1,1,100.0,18.00,18.00,1.00,1.00,23.6,0,0,0,0.0,0.0,0.03,+1.0,+1.0,Matches
117,Danilo Cataldi,it ITA,MF,it Lazio,28,1994,1.8,0,1,1,100.0,0.56,0.56,0.00,0.00,35.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
118,Dani Ceballos,es ESP,MF,es Real Madrid,26,1996,1.7,1,2,1,50.0,1.18,0.59,0.50,1.00,12.7,0,0,0,0.2,0.2,0.09,+0.8,+0.8,Matches
119,Miguel Chaiwa,zm ZAM,MF,ch Young Boys,19,2004,0.7,0,1,1,100.0,1.50,1.50,0.00,0.00,26.9,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
120,Chiquinho,pt POR,MF,pt Benfica,28,1995,0.6,0,1,0,0.0,1.55,0.00,0.00,,29.9,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
121,Andreas Christensen,dk DEN,"DF,MF",es Barcelona,27,1996,4.9,1,4,1,25.0,0.82,0.21,0.25,1.00,10.5,0,0,0,0.7,0.7,0.18,+0.3,+0.3,Matches
122,Samuel Chukwueze,ng NGA,FW,it Milan,24,1999,1.8,2,9,4,44.4,4.91,2.18,0.22,0.50,13.2,0,0,0,0.9,0.9,0.10,+1.1,+1.1,Matches
123,Viktor Claesson,se SWE,"FW,MF",dk FC Copenhagen,31,1992,5.3,0,6,1,16.7,1.13,0.19,0.00,0.00,10.3,0,0,0,0.8,0.8,0.13,-0.8,-0.8,Matches
124,William Clem,dk DEN,MF,dk FC Copenhagen,19,2004,0.8,0,1,0,0.0,1.32,0.00,0.00,,17.6,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
125,Ebrima Colley,gm GAM,"MF,FW",ch Young Boys,23,2000,1.4,1,6,1,16.7,4.29,0.71,0.17,1.00,20.2,0,0,0,0.8,0.8,0.13,+0.2,+0.2,Matches
126,Kingsley Coman,fr FRA,FW,de Bayern Munich,27,1996,5.0,2,11,3,27.3,2.22,0.61,0.18,0.67,15.6,0,0,0,1.8,1.8,0.17,+0.2,+0.2,Matches
127,Francisco Conceição,pt POR,"FW,MF",pt Porto,20,2002,2.7,1,7,3,42.9,2.61,1.12,0.14,0.33,18.6,1,0,0,0.9,0.9,0.13,+0.1,+0.1,Matches
128,Kobe Corbanie,be BEL,"DF,FW",be Antwerp,18,2005,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
129,Andreas Cornelius,dk DEN,"FW,MF",dk FC Copenhagen,30,1993,0.9,0,1,1,100.0,1.10,1.10,0.00,0.00,26.9,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
130,Ángel Correa,ar ARG,"FW,MF",es Atlético Madrid,28,1995,3.6,1,16,8,50.0,4.44,2.22,0.06,0.13,15.1,0,0,0,2.1,2.1,0.13,-1.1,-1.1,Matches
131,David Costa,pt POR,"MF,FW",fr Lens,22,2001,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
132,Diogo Costa,pt POR,GK,pt Porto,23,1999,8.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
133,Soumaïla Coulibaly,fr FRA,DF,be Antwerp,19,2003,6.0,0,1,0,0.0,0.17,0.00,0.00,,10.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
134,Thibaut Courtois,be BEL,GK,es Real Madrid,31,1992,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
135,Juan Cuadrado,co COL,"DF,FW",it Inter,35,1988,1.3,0,1,0,0.0,0.80,0.00,0.00,,25.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
136,Pau Cubarsí,es ESP,DF,es Barcelona,16,2007,3.0,0,1,0,0.0,0.33,0.00,0.00,,8.9,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
137,Diogo Dalot,pt POR,DF,eng Manchester Utd,24,1999,5.1,0,2,1,50.0,0.39,0.19,0.00,0.00,11.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
138,Kevin Danso,at AUT,DF,fr Lens,24,1998,6.0,0,7,1,14.3,1.17,0.17,0.00,0.00,10.5,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches
139,Matteo Darmian,it ITA,"DF,FW",it Inter,33,1989,4.5,0,2,0,0.0,0.44,0.00,0.00,,18.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
140,David Datro Fofana,ci CIV,FW,de Union Berlin,20,2002,2.2,1,8,4,50.0,3.62,1.81,0.13,0.25,17.5,0,0,0,0.9,0.9,0.11,+0.1,+0.1,Matches
141,Alphonso Davies,ca CAN,DF,de Bayern Munich,22,2000,7.8,1,4,1,25.0,0.51,0.13,0.25,1.00,14.8,0,0,0,0.2,0.2,0.06,+0.8,+0.8,Matches
142,Kevin De Bruyne,be BEL,MF,eng Manchester City,32,1991,2.2,2,13,6,46.2,5.82,2.69,0.15,0.33,18.9,3,0,0,1.2,1.2,0.09,+0.8,+0.8,Matches
143,Ritchie De Laet,be BEL,DF,be Antwerp,34,1988,2.5,0,1,0,0.0,0.40,0.00,0.00,,11.1,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
144,Rodrigo De Paul,ar ARG,MF,es Atlético Madrid,29,1994,6.8,1,6,2,33.3,0.88,0.29,0.17,0.50,18.7,0,0,0,0.7,0.7,0.12,+0.3,+0.3,Matches
145,Amar Dedić,ba BIH,DF,at RB Salzburg,20,2002,6.0,0,6,2,33.3,1.00,0.33,0.00,0.00,20.0,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
