Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def_3rd,Tackles_Mid_3rd,Tackles_Att_3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Matches
182,Youssef En-Nesyri,ma MAR,FW,es Sevilla,26,1997,5.7,5,2,2,2,1,2,2,100.0,0,4,1,3,3,8,2,0,Matches
183,Luis Enrique Palma,hn HON,FW,sct Celtic,23,2000,3.0,5,3,0,3,2,2,7,28.6,5,5,0,5,3,8,1,0,Matches
184,Christian Eriksen,dk DEN,MF,eng Manchester Utd,31,1992,2.3,0,0,0,0,0,0,3,0.0,3,3,1,2,3,3,3,0,Matches
185,Stephen Eustáquio,ca CAN,MF,pt Porto,26,1996,5.9,14,5,4,8,2,4,14,28.6,10,13,4,9,10,24,6,0,Matches
186,Evanilson,br BRA,FW,pt Porto,23,1999,5.4,6,3,1,4,1,3,4,75.0,1,3,0,3,3,9,2,0,Matches
187,Jonny Evans,nir NIR,DF,eng Manchester Utd,35,1988,0.7,1,1,1,0,0,1,1,100.0,0,2,1,1,0,1,1,0,Matches
188,Rasmus Falk,dk DEN,MF,dk FC Copenhagen,31,1992,7.0,19,8,11,5,3,14,20,70.0,6,8,2,6,9,28,9,1,Matches
189,João Félix,pt POR,FW,es Barcelona,23,1999,4.1,4,1,0,3,1,0,6,0.0,6,0,0,0,0,4,1,0,Matches
190,Bruno Fernandes,pt POR,"MF,FW",eng Manchester Utd,28,1994,6.0,13,6,6,6,1,5,19,26.3,14,7,1,6,3,16,9,0,Matches
191,Roger Fernandes,gw GNB,FW,pt Braga,17,2005,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
192,Carlos Fernández,es ESP,FW,es Real Sociedad,27,1996,0.8,1,1,1,0,0,1,2,50.0,1,1,0,1,1,2,1,0,Matches
193,Fernando,br BRA,FW,at RB Salzburg,24,1999,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
194,Fernando,br BRA,MF,es Sevilla,36,1987,3.6,13,8,8,5,0,7,11,63.6,4,6,3,3,4,17,8,0,Matches
195,Alessandro Florenzi,it ITA,DF,it Milan,32,1991,1.8,8,7,6,2,0,4,7,57.1,3,3,1,2,2,10,6,0,Matches
196,Phil Foden,eng ENG,"FW,MF",eng Manchester City,23,2000,7.6,1,1,0,0,1,0,2,0.0,2,5,0,5,2,3,3,0,Matches
197,Diogo Fonseca,pt POR,DF,pt Braga,21,2002,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
198,José Fonte,pt POR,DF,pt Braga,39,1983,4.0,4,1,3,1,0,1,6,16.7,5,6,4,2,1,5,16,1,Matches
199,James Forrest,sct SCO,FW,sct Celtic,32,1991,1.0,2,0,0,1,1,1,1,100.0,0,0,0,0,0,2,0,0,Matches
200,Emil Forsberg,se SWE,"MF,FW",de RB Leipzig,31,1991,4.5,8,4,4,1,3,3,8,37.5,5,4,1,3,4,12,2,0,Matches
201,Amankwah Forson,gh GHA,"MF,FW",at RB Salzburg,20,2002,0.8,3,2,3,0,0,1,2,50.0,1,3,1,2,0,3,0,0,Matches
202,Héctor Fort,es ESP,DF,es Barcelona,16,2006,0.7,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,4,0,Matches
203,Mitchel Frame,sct SCO,FW,sct Celtic,17,2006,0.2,2,1,1,1,0,0,0,,0,0,0,0,0,2,0,0,Matches
204,André Franco,pt POR,"MF,FW",pt Porto,25,1998,2.6,5,3,3,1,1,2,5,40.0,3,2,0,2,1,6,7,0,Matches
205,Przemysław Frankowski,pl POL,DF,fr Lens,28,1995,5.9,20,16,9,10,1,10,20,50.0,10,2,0,2,6,26,13,0,Matches
206,Davide Frattesi,it ITA,MF,it Inter,23,1999,5.0,10,7,5,5,0,4,11,36.4,7,4,1,3,3,13,8,0,Matches
207,Victor Froholdt,dk DEN,MF,dk FC Copenhagen,17,2006,0.6,2,2,0,2,0,0,2,0.0,2,2,0,2,3,5,1,0,Matches
208,Angelo Fulgini,fr FRA,MF,fr Lens,26,1996,3.2,6,3,2,3,1,5,9,55.6,4,2,0,2,1,7,1,0,Matches
209,Niclas Füllkrug,de GER,FW,de Dortmund,30,1993,11.5,2,1,0,2,0,0,3,0.0,3,10,1,9,1,3,10,0,Matches
210,Kyogo Furuhashi,jp JPN,FW,sct Celtic,28,1995,5.0,0,0,0,0,0,0,1,0.0,1,3,0,3,1,1,3,0,Matches
211,Gianluca Gaetano,it ITA,MF,it Napoli,23,2000,0.2,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,Matches
212,Javi Galán,es ESP,DF,es Atlético Madrid,28,1994,0.8,3,2,3,0,0,1,3,33.3,2,3,0,3,4,7,3,0,Matches
213,Javi Galán,es ESP,DF,es Real Sociedad,28,1994,2.0,6,4,2,3,1,2,6,33.3,4,5,1,4,6,12,0,0,Matches
214,Galeno,br BRA,"MF,FW",pt Porto,25,1997,7.2,7,5,4,1,2,3,5,60.0,2,4,0,4,8,15,7,0,Matches
215,Silvère Ganvoula M'Boussy,cg CGO,FW,ch Young Boys,27,1996,1.3,0,0,0,0,0,0,0,,0,1,0,1,0,0,3,0,Matches
216,Fran Garcia,es ESP,DF,es Real Madrid,23,1999,2.1,1,1,1,0,0,1,4,25.0,3,1,0,1,1,2,6,0,Matches
217,Ulisses Garcia,ch SUI,DF,ch Young Boys,27,1996,5.6,14,9,10,2,2,7,15,46.7,8,11,2,9,4,18,7,0,Matches
218,Alejandro Garnacho,ar ARG,"FW,MF",eng Manchester Utd,19,2004,3.3,4,4,0,4,0,2,4,50.0,2,6,0,6,5,9,0,0,Matches
219,Gavi,es ESP,MF,es Barcelona,18,2004,2.5,3,2,2,1,0,1,4,25.0,3,2,0,2,1,4,5,0,Matches
220,Lutsharel Geertruida,nl NED,DF,nl Feyenoord,23,2000,6.0,14,9,12,1,1,9,13,69.2,4,2,2,0,5,19,5,1,Matches
221,Mario Gila,es ESP,DF,it Lazio,22,2000,3.9,8,8,8,0,0,4,7,57.1,3,7,6,1,4,12,12,0,Matches
222,Santiago Giménez,mx MEX,FW,nl Feyenoord,22,2001,3.9,0,0,0,0,0,0,2,0.0,2,2,0,2,1,1,4,0,Matches
223,Olivier Giroud,fr FRA,FW,it Milan,36,1986,5.7,3,1,3,0,0,1,8,12.5,7,3,0,3,0,3,10,1,Matches
224,Jamie Gittens,eng ENG,FW,de Dortmund,18,2004,2.3,2,1,1,0,1,1,3,33.3,2,2,0,2,1,3,2,0,Matches
225,Omri Glazer,il ISR,GK,rs Red Star,27,1996,6.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,3,3,Matches
226,Oscar Gloukh,il ISR,"MF,FW",at RB Salzburg,19,2004,5.3,6,3,1,4,1,2,14,14.3,12,2,0,2,2,8,0,0,Matches
227,Serge Gnabry,de GER,FW,de Bayern Munich,28,1995,2.2,4,1,2,0,2,2,4,50.0,2,7,0,7,0,4,3,0,Matches
228,Giorgi Gocholeishvili,ge GEO,DF,ua Shakhtar,22,2001,3.2,12,6,6,3,3,5,9,55.6,4,2,0,2,1,13,6,0,Matches
229,Sergio Gómez,es ESP,"DF,FW",eng Manchester City,22,2000,2.2,3,2,1,1,1,1,2,50.0,1,1,0,1,1,4,2,0,Matches
230,Victor Gomez,es ESP,DF,pt Braga,23,2000,3.5,10,6,6,4,0,10,15,66.7,5,3,1,2,3,13,9,0,Matches
231,Diogo Gonçalves,pt POR,MF,dk FC Copenhagen,26,1997,5.9,9,7,4,4,1,5,11,45.5,6,4,0,4,6,15,6,0,Matches
232,Nicolás González,es ESP,MF,pt Porto,21,2002,2.5,4,4,4,0,0,1,5,20.0,4,1,0,1,2,6,4,0,Matches
233,Anthony Gordon,eng ENG,FW,eng Newcastle Utd,22,2001,4.9,10,8,5,2,3,6,13,46.2,7,8,0,8,2,12,2,0,Matches
234,Leon Goretzka,de GER,"MF,DF",de Bayern Munich,28,1995,8.5,13,9,6,5,2,8,18,44.4,10,15,6,9,19,32,20,0,Matches
235,Robin Gosens,de GER,"DF,MF",de Union Berlin,29,1994,4.9,6,3,3,3,0,1,5,20.0,4,5,1,4,3,9,12,0,Matches
236,Lucas Gourna-Douath,fr FRA,MF,at RB Salzburg,19,2003,4.4,10,8,4,4,2,4,12,33.3,8,7,3,4,12,22,6,0,Matches
237,Tiago Gouveia,pt POR,FW,pt Benfica,22,2001,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
238,Kamil Grabara,pl POL,GK,dk FC Copenhagen,24,1999,8.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,Matches
239,Jonathan Gradit,fr FRA,DF,fr Lens,30,1992,5.7,18,12,10,7,1,10,14,71.4,4,8,5,3,8,26,16,0,Matches
240,Jack Grealish,eng ENG,"FW,MF",eng Manchester City,27,1995,5.9,3,2,0,2,1,1,7,14.3,6,5,0,5,2,5,1,0,Matches
241,Antoine Griezmann,fr FRA,"FW,MF",es Atlético Madrid,32,1991,9.1,12,9,5,6,1,2,13,15.4,11,9,1,8,6,18,11,0,Matches
242,Marko Grujić,rs SRB,MF,pt Porto,27,1996,0.6,2,1,1,0,1,1,1,100.0,0,1,0,1,0,2,1,0,Matches
243,Nemanja Gudelj,rs SRB,DF,es Sevilla,31,1991,6.0,12,7,7,5,0,7,13,53.8,6,4,2,2,4,16,17,0,Matches
244,Gonçalo Guedes,pt POR,FW,pt Benfica,26,1996,0.3,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,Matches
245,Mattéo Guendouzi,fr FRA,MF,it Lazio,24,1999,5.5,6,6,1,3,2,2,5,40.0,3,3,1,2,5,11,6,0,Matches
246,Raphaël Guerreiro,pt POR,"DF,FW",de Bayern Munich,29,1993,4.3,5,2,2,3,0,1,5,20.0,4,3,0,3,4,9,4,0,Matches
247,Morgan Guilavogui,gn GUI,"FW,MF",fr Lens,25,1998,0.8,0,0,0,0,0,0,1,0.0,1,4,2,2,0,0,1,0,Matches
248,Bruno Guimarães,br BRA,MF,eng Newcastle Utd,25,1997,6.0,13,11,9,2,2,6,14,42.9,8,10,4,6,6,19,8,0,Matches
249,Marc Guiu,es ESP,FW,es Barcelona,17,2006,0.4,1,0,0,1,0,1,1,100.0,0,1,0,1,0,1,3,0,Matches
250,Péter Gulácsi,hu HUN,GK,de RB Leipzig,33,1990,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
251,İlkay Gündoğan,de GER,MF,es Barcelona,32,1990,9.3,5,5,1,1,3,4,11,36.4,7,13,3,10,6,11,3,1,Matches
252,Joško Gvardiol,hr CRO,DF,eng Manchester City,21,2002,6.3,7,6,4,2,1,2,5,40.0,3,5,1,4,8,15,10,1,Matches
253,Erling Haaland,no NOR,FW,eng Manchester City,23,2000,8.6,5,2,0,4,1,2,3,66.7,1,1,0,1,0,5,3,0,Matches
254,Janik Haberer,de GER,MF,de Union Berlin,29,1994,4.0,5,2,1,4,0,3,11,27.3,8,4,1,3,1,6,5,0,Matches
255,Amadou Haidara,ml MLI,"MF,DF",de RB Leipzig,25,1998,3.0,7,3,7,0,0,7,12,58.3,5,6,1,5,2,9,4,0,Matches
256,Massadio Haïdara,ml MLI,DF,fr Lens,30,1992,1.3,2,2,2,0,0,1,2,50.0,1,3,2,1,2,4,3,0,Matches
257,Achraf Hakimi,ma MAR,DF,fr Paris S-G,24,1998,10.9,20,14,8,7,5,13,25,52.0,12,10,0,10,12,32,16,2,Matches
258,Lewis Hall,eng ENG,DF,eng Newcastle Utd,18,2004,0.5,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,3,0,Matches
259,Sébastien Haller,ci CIV,"FW,MF",de Dortmund,29,1994,0.7,0,0,0,0,0,0,0,,0,2,1,1,1,1,1,0,Matches
260,Micah Hamilton,eng ENG,FW,eng Manchester City,19,2003,1.2,1,1,0,0,1,1,2,50.0,1,1,0,1,1,2,0,0,Matches
261,Dávid Hancko,sk SVK,DF,nl Feyenoord,25,1997,6.0,3,2,2,1,0,3,3,100.0,0,4,3,1,5,8,11,0,Matches
262,Joe Hart,eng ENG,GK,sct Celtic,36,1987,6.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0,Matches
263,Quilindschy Hartman,nl NED,DF,nl Feyenoord,21,2001,6.0,15,14,6,5,4,5,9,55.6,4,14,4,10,7,22,10,0,Matches
264,Reo Hatate,jp JPN,MF,sct Celtic,25,1997,1.5,0,0,0,0,0,0,2,0.0,2,1,0,1,0,0,1,0,Matches
265,Kai Havertz,de GER,"MF,FW",eng Arsenal,24,1999,9.2,16,5,0,12,4,8,15,53.3,7,10,0,10,3,19,6,0,Matches
266,Benjamin Henrichs,de GER,"DF,MF",de RB Leipzig,26,1997,5.5,22,14,13,6,3,10,18,55.6,8,10,2,8,3,25,11,0,Matches
267,Mario Hermoso,es ESP,DF,es Atlético Madrid,28,1995,9.1,7,6,4,2,1,3,12,25.0,9,9,3,6,6,13,25,1,Matches
268,Lucas Hernández,fr FRA,DF,fr Paris S-G,27,1996,9.3,15,10,7,7,1,11,15,73.3,4,6,0,6,3,18,20,1,Matches
269,Theo Hernández,fr FRA,DF,it Milan,25,1997,6.0,7,5,5,2,0,4,5,80.0,1,4,2,2,5,12,16,0,Matches
270,André Horta,pt POR,MF,pt Braga,26,1996,0.4,3,3,1,0,2,3,6,50.0,3,0,0,0,0,3,0,0,Matches
271,Ricardo Horta,pt POR,"FW,MF",pt Braga,28,1994,5.6,7,4,2,3,2,2,9,22.2,7,2,0,2,3,10,2,0,Matches
272,Mats Hummels,de GER,DF,de Dortmund,34,1988,13.0,53,29,43,10,0,34,48,70.8,14,20,8,12,25,78,69,2,Matches
273,Oh Hyeon-gyu,kr KOR,"FW,MF",sct Celtic,22,2001,1.2,1,0,0,0,1,0,2,0.0,2,0,0,0,0,1,1,0,Matches
274,Elseid Hysaj,al ALB,DF,it Lazio,29,1994,3.8,8,3,4,4,0,2,5,40.0,3,3,0,3,2,10,6,0,Matches
275,Yang Hyunjun,kr KOR,FW,sct Celtic,21,2002,2.3,4,3,2,0,2,2,6,33.3,4,4,1,3,3,7,1,0,Matches
276,Oscar Højlund,dk DEN,MF,dk FC Copenhagen,18,2005,0.5,3,2,1,2,0,2,2,100.0,0,1,0,1,0,3,1,0,Matches
277,Rasmus Højlund,dk DEN,FW,eng Manchester Utd,20,2003,5.4,0,0,0,0,0,0,0,,0,3,0,3,1,1,0,0,Matches
278,Mauro Icardi,ar ARG,FW,tr Galatasaray,30,1993,5.8,2,2,1,1,0,1,1,100.0,0,0,0,0,0,2,3,0,Matches
279,George Ilenikhena,fr FRA,FW,be Antwerp,16,2006,1.7,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0,Matches
280,Ciro Immobile,it ITA,FW,it Lazio,33,1990,5.6,2,1,0,2,0,1,4,25.0,3,5,1,4,1,3,6,0,Matches
281,Hwang In-beom,kr KOR,MF,rs Red Star,26,1996,5.9,19,10,8,7,4,6,14,42.9,8,5,1,4,5,24,4,0,Matches
282,Alexander Isak,se SWE,FW,eng Newcastle Utd,23,1999,3.5,1,0,0,1,0,1,1,100.0,0,3,2,1,0,1,2,0,Matches
283,Gustav Isaksen,dk DEN,FW,it Lazio,22,2001,2.7,0,0,0,0,0,0,4,0.0,4,1,0,1,2,2,1,0,Matches
284,Cedric Itten,ch SUI,FW,ch Young Boys,26,1996,3.1,2,2,1,1,0,1,2,50.0,1,3,0,3,0,2,3,0,Matches
285,Mirko Ivanić,me MNE,MF,rs Red Star,29,1993,4.1,7,2,3,3,1,5,11,45.5,6,9,2,7,7,14,8,0,Matches
286,Luka Ivanušec,hr CRO,"FW,MF",nl Feyenoord,24,1998,2.3,3,2,1,1,1,2,6,33.3,4,2,0,2,1,4,1,0,Matches
287,Tomoki Iwata,jp JPN,"MF,FW",sct Celtic,26,1997,0.7,3,3,1,2,0,3,4,75.0,1,0,0,0,0,3,2,0,Matches
288,Paul Jaeckel,de GER,DF,de Union Berlin,25,1998,1.9,2,1,2,0,0,2,3,66.7,1,5,5,0,4,6,7,0,Matches
289,Alireza Jahanbakhsh,ir IRN,"FW,DF",nl Feyenoord,29,1993,0.8,6,1,0,4,2,2,2,100.0,0,0,0,0,1,7,0,0,Matches
290,Ivan Jaime Pajuelo,es ESP,MF,pt Porto,22,2000,1.0,6,3,0,4,2,2,2,100.0,0,0,0,0,0,6,1,0,Matches
291,Saidy Janko,gm GAM,DF,ch Young Boys,27,1995,3.6,4,2,2,1,1,3,7,42.9,4,8,2,6,1,5,7,0,Matches
292,Vincent Janssen,nl NED,FW,be Antwerp,29,1994,4.5,4,3,0,2,2,3,8,37.5,5,4,0,4,0,4,7,0,Matches
293,Elias Jelert,dk DEN,DF,dk FC Copenhagen,20,2003,6.5,11,8,9,0,2,7,12,58.3,5,11,4,7,4,15,19,0,Matches
294,Gabriel Jesus,br BRA,FW,eng Arsenal,26,1997,4.5,8,4,1,6,1,1,5,20.0,4,7,0,7,1,9,3,0,Matches
295,Juan Jesus,br BRA,DF,it Napoli,32,1991,4.8,11,4,3,7,1,4,6,66.7,2,6,3,3,4,15,17,0,Matches
296,Joelinton,br BRA,"MF,FW",eng Newcastle Utd,26,1996,3.7,5,3,3,2,0,1,6,16.7,5,6,2,4,4,9,7,0,Matches
297,Alistair Johnston,ca CAN,DF,sct Celtic,24,1998,6.0,15,7,11,4,0,9,13,69.2,4,9,4,5,4,19,13,0,Matches
298,Michael Johnston,ie IRL,FW,sct Celtic,24,1999,1.1,3,3,0,1,2,1,2,50.0,1,4,1,3,1,4,2,0,Matches
299,Frenkie de Jong,nl NED,MF,es Barcelona,26,1997,4.4,9,3,1,6,2,3,6,50.0,3,2,1,1,3,12,5,0,Matches
300,Luuk de Jong,nl NED,FW,nl PSV Eindhoven,32,1990,7.0,5,5,1,3,1,2,2,100.0,0,7,2,5,1,6,4,0,Matches
301,Joan Jordán,es ESP,MF,es Sevilla,29,1994,0.9,5,2,3,2,0,3,4,75.0,1,0,0,0,0,5,0,0,Matches
302,Jorginho,it ITA,MF,eng Arsenal,31,1991,5.9,16,8,4,8,4,5,9,55.6,4,6,2,4,9,25,4,0,Matches
303,Joselu,es ESP,FW,es Real Madrid,33,1990,3.1,1,0,1,0,0,0,0,,0,0,0,0,0,1,4,0,Matches
304,Luka Jović,rs SRB,"FW,MF",it Milan,25,1997,0.4,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
305,Mauro Júnior,br BRA,"MF,DF",nl PSV Eindhoven,24,1999,2.0,2,1,1,1,0,1,3,33.3,2,2,0,2,4,6,2,0,Matches
306,Hamed Junior Traorè,ci CIV,MF,it Napoli,23,2000,1.1,0,0,0,0,0,0,0,,0,3,0,3,2,2,0,0,Matches
307,Vinicius Júnior,br BRA,FW,es Real Madrid,23,2000,10.0,8,5,5,3,0,1,3,33.3,2,7,1,6,1,9,1,0,Matches
308,Josip Juranović,hr CRO,DF,de Union Berlin,27,1995,4.6,6,1,5,1,0,4,8,50.0,4,7,3,4,2,8,11,1,Matches
309,David Jurásek,cz CZE,"MF,DF",pt Benfica,22,2000,1.4,6,2,3,1,2,4,11,36.4,7,2,0,2,1,7,4,0,Matches
310,Uroš Kabić,rs SRB,DF,rs Red Star,19,2004,0.1,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,Matches
311,Pierre Kalulu,fr FRA,DF,it Milan,23,2000,1.0,0,0,0,0,0,0,1,0.0,1,1,0,1,2,2,2,0,Matches
312,Daichi Kamada,jp JPN,MF,it Lazio,26,1996,2.9,7,3,1,4,2,4,5,80.0,1,4,1,3,1,8,2,0,Matches
313,Dijon Kameri,at AUT,MF,at RB Salzburg,19,2004,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,Matches
314,Kevin Kampl,si SVN,MF,de RB Leipzig,32,1990,3.1,8,7,2,6,0,4,6,66.7,2,4,1,3,4,12,6,0,Matches
315,Harry Kane,eng ENG,FW,de Bayern Munich,30,1993,11.8,9,7,3,5,1,3,4,75.0,1,9,2,7,1,10,7,0,Matches
316,Lee Kang-in,kr KOR,"MF,FW",fr Paris S-G,22,2001,3.8,7,4,2,3,2,5,11,45.5,6,5,0,5,2,9,2,0,Matches
317,Guélor Kanga,ga GAB,MF,rs Red Star,32,1990,1.6,4,2,1,3,0,2,8,25.0,6,1,0,1,0,4,0,0,Matches
318,Kings Kangwa,zm ZAM,MF,rs Red Star,24,1999,0.1,1,0,0,1,0,1,2,50.0,1,0,0,0,0,1,0,0,Matches
319,Kazımcan Karataş,tr TUR,DF,tr Galatasaray,20,2003,0.8,4,4,2,1,1,2,3,66.7,1,0,0,0,1,5,2,1,Matches
320,Oleksii Kashchuk,ua UKR,FW,ua Shakhtar,23,2000,0.3,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
321,Aleksandar Katai,rs SRB,"MF,FW",rs Red Star,32,1991,0.9,2,1,1,1,0,1,1,100.0,0,0,0,0,0,2,1,0,Matches
322,Mandela Keita,be BEL,MF,be Antwerp,21,2002,2.9,8,7,6,2,0,5,8,62.5,3,2,0,2,2,10,4,0,Matches
323,Kevin Kelsy,ve VEN,FW,ua Shakhtar,19,2004,1.5,2,0,1,1,0,1,3,33.3,2,1,0,1,0,2,1,0,Matches
324,Aljoscha Kemlein,de GER,MF,de Union Berlin,18,2004,0.1,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0,Matches
325,Gyrano Kerk,sr SUR,FW,be Antwerp,27,1995,2.3,3,3,0,3,0,1,6,16.7,5,3,0,3,0,3,1,0,Matches
326,Rani Khedira,de GER,MF,de Union Berlin,29,1994,3.2,6,4,2,3,1,1,5,20.0,4,5,1,4,2,8,3,0,Matches
327,Abdukodir Khusanov,uz UZB,DF,fr Lens,19,2004,0.3,2,1,2,0,0,2,3,66.7,1,1,0,1,0,2,0,0,Matches
328,Joshua Kimmich,de GER,"MF,DF",de Bayern Munich,28,1995,12.0,23,16,12,10,1,15,39,38.5,24,9,0,9,11,34,16,1,Matches
329,Jakub Kiwior,pl POL,DF,eng Arsenal,23,2000,4.2,8,4,3,4,1,4,13,30.8,9,1,1,0,2,10,4,0,Matches
330,Simon Kjær,dk DEN,DF,it Milan,34,1989,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
331,Maurits Kjærgaard,dk DEN,"MF,FW",at RB Salzburg,20,2003,2.3,2,1,0,1,1,1,4,25.0,3,4,1,3,1,3,2,0,Matches
332,Davy Klaassen,nl NED,"MF,FW",it Inter,30,1993,0.9,1,1,0,0,1,0,2,0.0,2,0,0,0,0,1,0,0,Matches
333,Lukas Klostermann,de GER,DF,de RB Leipzig,27,1996,4.0,6,3,4,2,0,5,8,62.5,3,4,2,2,4,10,23,0,Matches
334,Robin Knoche,de GER,DF,de Union Berlin,31,1992,3.0,6,2,5,1,0,3,8,37.5,5,4,4,0,3,9,10,1,Matches
335,Gregor Kobel,ch SUI,GK,de Dortmund,25,1997,12.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,9,0,Matches
336,Sekou Koita,ml MLI,FW,at RB Salzburg,23,1999,0.8,2,2,0,1,1,1,1,100.0,0,2,0,2,0,2,3,0,Matches
337,Orkun Kökçü,tr TUR,MF,pt Benfica,22,2000,2.9,6,2,3,2,1,3,9,33.3,6,3,1,2,0,6,2,0,Matches
338,Koke,es ESP,MF,es Atlético Madrid,31,1992,8.6,15,11,6,4,5,10,18,55.6,8,6,2,4,3,18,12,0,Matches
339,Randal Kolo Muani,fr FRA,"FW,MF",fr Paris S-G,24,1998,5.2,7,3,4,2,1,0,1,0.0,1,5,1,4,1,8,4,0,Matches
340,Karim Konaté,ci CIV,"FW,MF",at RB Salzburg,19,2004,2.6,2,2,1,1,0,1,3,33.3,2,1,0,1,3,5,4,0,Matches
341,Yukhym Konoplia,ua UKR,DF,ua Shakhtar,23,1999,2.8,8,5,4,4,0,6,8,75.0,2,3,0,3,6,14,3,0,Matches
342,Ilias Kostis,gr GRE,FW,es Atlético Madrid,20,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
343,Jules Koundé,fr FRA,DF,es Barcelona,24,1998,8.0,11,7,6,2,3,4,9,44.4,5,12,6,6,10,21,32,0,Matches
344,Mateo Kovačić,hr CRO,MF,eng Manchester City,29,1994,4.8,7,2,2,5,0,2,8,25.0,6,3,1,2,5,12,3,0,Matches
345,Alex Král,cz CZE,MF,de Union Berlin,25,1998,2.8,7,4,4,2,1,3,6,50.0,3,3,1,2,2,9,2,0,Matches
346,Jean-Philippe Krasso,ci CIV,"FW,MF",rs Red Star,26,1997,1.2,3,2,0,2,1,0,1,0.0,1,1,0,1,1,4,0,0,Matches
347,Frans Krätzig,de GER,DF,de Bayern Munich,20,2003,0.1,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0,Matches
348,Toni Kroos,de GER,MF,es Real Madrid,33,1990,9.5,21,12,10,9,2,10,24,41.7,14,4,0,4,12,33,9,0,Matches
349,Rade Krunić,ba BIH,"MF,DF",it Milan,29,1993,2.3,4,2,3,0,1,1,5,20.0,4,0,0,0,3,7,4,0,Matches
350,Dmytro Kryskiv,ua UKR,"MF,FW",ua Shakhtar,22,2000,4.3,7,3,4,3,0,1,10,10.0,9,6,0,6,1,8,3,0,Matches
351,Takefusa Kubo,jp JPN,"FW,MF",es Real Sociedad,22,2001,6.2,4,3,0,3,1,0,7,0.0,7,4,1,3,2,6,4,0,Matches
352,Khvicha Kvaratskhelia,ge GEO,FW,it Napoli,22,2001,7.4,8,5,1,4,3,3,7,42.9,4,8,0,8,4,12,2,0,Matches
353,Gustaf Lagerbielke,se SWE,DF,sct Celtic,23,2000,0.9,2,0,2,0,0,1,1,100.0,0,3,2,1,2,4,1,0,Matches
354,Aïssa Laïdouni,tn TUN,MF,de Union Berlin,26,1996,3.1,5,5,1,2,2,0,3,0.0,3,3,1,2,1,6,5,0,Matches
355,Konrad Laimer,at AUT,"MF,DF",de Bayern Munich,26,1997,8.6,32,22,19,8,5,14,34,41.2,20,14,3,11,8,40,13,0,Matches
356,Érik Lamela,ar ARG,"FW,MF",es Sevilla,31,1992,2.1,7,3,3,2,2,3,4,75.0,1,4,0,4,2,9,0,0,Matches
357,Senne Lammens,be BEL,GK,be Antwerp,21,2002,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,Matches
358,Noa Lang,nl NED,FW,nl PSV Eindhoven,24,1999,1.8,2,0,0,1,1,0,3,0.0,3,1,0,1,1,3,0,0,Matches
359,Jordan Larsson,se SWE,"FW,MF",dk FC Copenhagen,26,1997,1.2,0,0,0,0,0,0,3,0.0,3,0,0,0,1,1,0,0,Matches
360,Jamaal Lascelles,eng ENG,DF,eng Newcastle Utd,29,1993,5.0,5,5,3,1,1,3,3,100.0,0,6,3,3,0,5,16,0,Matches
361,Sandro Lauper,ch SUI,MF,ch Young Boys,26,1996,3.1,4,2,0,1,3,1,9,11.1,8,7,2,5,2,6,1,0,Matches
362,Manuel Lazzari,it ITA,DF,it Lazio,29,1993,4.7,10,7,3,7,0,6,15,40.0,9,13,3,10,5,15,6,0,Matches
363,Robin Le Normand,es ESP,DF,es Real Sociedad,26,1996,6.4,8,5,6,1,1,4,9,44.4,5,2,1,1,11,19,16,0,Matches
364,Rafael Leão,pt POR,FW,it Milan,24,1999,4.9,8,1,5,1,2,2,5,40.0,3,2,0,2,2,10,1,0,Matches
365,Diogo Leite,pt POR,DF,de Union Berlin,24,1999,6.0,11,5,9,2,0,7,16,43.8,9,15,9,6,5,16,30,0,Matches
